,pos_ratio,model,cov_drug,cell_type
372,0.7400000095367432,CRISP,NK cells_GW843682X,NK cells
373,1.0,CRISP,NK cells_GanetespibSTA9090,NK cells
374,0.9399999976158142,CRISP,NK cells_HMN214,NK cells
375,0.5799999833106995,CRISP,NK cells_HYDROXYUREA,NK cells
376,0.8399999737739563,CRISP,NK cells_IBET151,NK cells
377,0.8799999952316284,CRISP,NK cells_IKKInhibitorVII,NK cells
378,0.699999988079071,CRISP,NK cells_IMD0354,NK cells
379,0.9399999976158142,CRISP,NK cells_IN1451,NK cells
380,0.6800000071525574,CRISP,NK cells_Idelalisib,NK cells
381,0.7400000095367432,CRISP,NK cells_Imatinib,NK cells
382,0.6200000047683716,CRISP,NK cells_Isoniazid,NK cells
383,0.7200000286102295,CRISP,NK cells_Ixabepilone,NK cells
384,0.7400000095367432,CRISP,NK cells_K02288,NK cells
385,0.7200000286102295,CRISP,NK cells_Ketoconazole,NK cells
386,0.7599999904632568,CRISP,NK cells_LDN193189,NK cells
387,0.8799999952316284,CRISP,NK cells_LY2090314,NK cells
388,0.4399999976158142,CRISP,NK cells_Lamivudine,NK cells
389,0.6600000262260437,CRISP,NK cells_Lapatinib,NK cells
390,0.8600000143051147,CRISP,NK cells_Linagliptin,NK cells
391,0.7200000286102295,CRISP,NK cells_MGCD265,NK cells
392,0.7599999904632568,CRISP,NK cells_MK5108,NK cells
393,0.8799999952316284,CRISP,NK cells_Masitinib,NK cells
394,0.800000011920929,CRISP,NK cells_Methotrexate,NK cells
395,0.8999999761581421,CRISP,NK cells_Midostaurin,NK cells
396,0.8600000143051147,CRISP,NK cells_MometasoneFuroate,NK cells
397,0.7400000095367432,CRISP,NK cells_MubritinibTAK165,NK cells
398,0.699999988079071,CRISP,NK cells_Navitoclax,NK cells
399,0.800000011920929,CRISP,NK cells_Nefazodone,NK cells
400,0.8199999928474426,CRISP,NK cells_Nilotinib,NK cells
401,0.699999988079071,CRISP,NK cells_ODemethylatedAdapalene,NK cells
402,0.8399999737739563,CRISP,NK cells_OSI930,NK cells
403,0.800000011920929,CRISP,NK cells_Oxybenzone,NK cells
404,0.699999988079071,CRISP,NK cells_PD0325901,NK cells
405,0.8799999952316284,CRISP,NK cells_PF03814735,NK cells
406,0.8199999928474426,CRISP,NK cells_PF04691502,NK cells
407,0.9200000166893005,CRISP,NK cells_PRT062607,NK cells
408,0.7200000286102295,CRISP,NK cells_Palbociclib,NK cells
409,0.7400000095367432,CRISP,NK cells_Penfluridol,NK cells
410,0.8999999761581421,CRISP,NK cells_Perhexiline,NK cells
411,0.8199999928474426,CRISP,NK cells_Phenylbutazone,NK cells
412,0.8600000143051147,CRISP,NK cells_PitavastatinCalcium,NK cells
413,0.8199999928474426,CRISP,NK cells_Pomalidomide,NK cells
414,0.7799999713897705,CRISP,NK cells_PorcnInhibitorIII,NK cells
415,0.8600000143051147,CRISP,NK cells_Prednisolone,NK cells
416,0.8999999761581421,CRISP,NK cells_ProscillaridinAProscillaridinA,NK cells
417,0.6399999856948853,CRISP,NK cells_Protriptyline,NK cells
418,0.8199999928474426,CRISP,NK cells_Quizartinib,NK cells
419,0.6399999856948853,CRISP,NK cells_R428,NK cells
420,0.6800000071525574,CRISP,NK cells_RG7090,NK cells
421,0.8199999928474426,CRISP,NK cells_RG7112,NK cells
422,0.8799999952316284,CRISP,NK cells_RN486,NK cells
423,0.8199999928474426,CRISP,NK cells_RVX208,NK cells
424,0.7799999713897705,CRISP,NK cells_Raloxifene,NK cells
425,0.9599999785423279,CRISP,NK cells_Resminostat,NK cells
426,0.8399999737739563,CRISP,NK cells_Ricolinostat,NK cells
427,0.8199999928474426,CRISP,NK cells_Riociguat,NK cells
428,0.9200000166893005,CRISP,NK cells_Ruxolitinib,NK cells
429,0.8199999928474426,CRISP,NK cells_SB525334,NK cells
430,0.7200000286102295,CRISP,NK cells_SCH58261,NK cells
431,0.8199999928474426,CRISP,NK cells_SLx2119,NK cells
432,0.6800000071525574,CRISP,NK cells_STK219801,NK cells
433,0.8999999761581421,CRISP,NK cells_Saracatinib,NK cells
434,0.9599999785423279,CRISP,NK cells_Scriptaid,NK cells
435,0.7799999713897705,CRISP,NK cells_Selumetinib,NK cells
436,0.7200000286102295,CRISP,NK cells_Sgccbp30,NK cells
437,0.7200000286102295,CRISP,NK cells_Sunitinib,NK cells
438,0.7599999904632568,CRISP,NK cells_TGX221,NK cells
439,0.800000011920929,CRISP,NK cells_TIE2KinaseInhibitor,NK cells
440,0.7599999904632568,CRISP,NK cells_TLHRAS26,NK cells
441,0.9200000166893005,CRISP,NK cells_TPCA1,NK cells
442,0.800000011920929,CRISP,NK cells_TR14035,NK cells
443,0.8799999952316284,CRISP,NK cells_Tacalcitol,NK cells
444,0.9599999785423279,CRISP,NK cells_Tamatinib,NK cells
445,0.699999988079071,CRISP,NK cells_Tipifarnib,NK cells
446,0.6800000071525574,CRISP,NK cells_Tivantinib,NK cells
447,0.7599999904632568,CRISP,NK cells_Tivozanib,NK cells
448,0.800000011920929,CRISP,NK cells_Topotecan,NK cells
449,0.7400000095367432,CRISP,NK cells_Tosedostat,NK cells
450,0.8600000143051147,CRISP,NK cells_Trametinib,NK cells
451,0.7599999904632568,CRISP,NK cells_UNIIBXU45ZH6LI,NK cells
452,0.7200000286102295,CRISP,NK cells_Vandetanib,NK cells
453,0.7599999904632568,CRISP,NK cells_Vanoxerine,NK cells
454,0.7799999713897705,CRISP,NK cells_Vardenafil,NK cells
455,0.9200000166893005,CRISP,NK cells_Vorinostat,NK cells
456,0.699999988079071,CRISP,NK cells_YK4279,NK cells
457,0.699999988079071,CRISP,T cells CD8+_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,T cells CD8+
458,0.6200000047683716,CRISP,T cells CD8+_ABT199GDC0199,T cells CD8+
459,0.7799999713897705,CRISP,T cells CD8+_ABT737,T cells CD8+
460,0.5,CRISP,T cells CD8+_AMD070hydrochloride,T cells CD8+
461,0.6399999856948853,CRISP,T cells CD8+_AT13387,T cells CD8+
462,0.8199999928474426,CRISP,T cells CD8+_AT7867,T cells CD8+
463,0.5199999809265137,CRISP,T cells CD8+_AVL292,T cells CD8+
464,0.7200000286102295,CRISP,T cells CD8+_AZ628,T cells CD8+
465,0.5799999833106995,CRISP,T cells CD8+_AZD3514,T cells CD8+
466,0.47999998927116394,CRISP,T cells CD8+_AZD4547,T cells CD8+
467,0.7200000286102295,CRISP,T cells CD8+_AZD8330,T cells CD8+
468,0.4399999976158142,CRISP,T cells CD8+_Alogliptin,T cells CD8+
469,0.6200000047683716,CRISP,T cells CD8+_Amiodarone,T cells CD8+
470,0.5799999833106995,CRISP,T cells CD8+_Atorvastatin,T cells CD8+
471,0.6000000238418579,CRISP,T cells CD8+_Azacitidine,T cells CD8+
472,0.8999999761581421,CRISP,T cells CD8+_BAY613606,T cells CD8+
473,0.699999988079071,CRISP,T cells CD8+_BAY872243,T cells CD8+
474,0.46000000834465027,CRISP,T cells CD8+_BID1870,T cells CD8+
475,0.7799999713897705,CRISP,T cells CD8+_BMS265246,T cells CD8+
476,0.9399999976158142,CRISP,T cells CD8+_BMS387032,T cells CD8+
477,0.7200000286102295,CRISP,T cells CD8+_BMS536924,T cells CD8+
478,0.6200000047683716,CRISP,T cells CD8+_BMS777607,T cells CD8+
479,0.6399999856948853,CRISP,T cells CD8+_BX912,T cells CD8+
480,0.7799999713897705,CRISP,T cells CD8+_Belinostat,T cells CD8+
481,0.7400000095367432,CRISP,T cells CD8+_Bosutinib,T cells CD8+
482,0.47999998927116394,CRISP,T cells CD8+_Buspirone,T cells CD8+
483,0.6800000071525574,CRISP,T cells CD8+_CC401,T cells CD8+
484,1.0,CRISP,T cells CD8+_CEP18770Delanzomib,T cells CD8+
485,0.7599999904632568,CRISP,T cells CD8+_CEP37440,T cells CD8+
486,1.0,CRISP,T cells CD8+_CGM097,T cells CD8+
487,0.6800000071525574,CRISP,T cells CD8+_CHIR99021,T cells CD8+
488,0.47999998927116394,CRISP,T cells CD8+_Cabozantinib,T cells CD8+
489,0.5799999833106995,CRISP,T cells CD8+_Canertinib,T cells CD8+
490,0.5199999809265137,CRISP,T cells CD8+_Ceritinib,T cells CD8+
491,0.5600000023841858,CRISP,T cells CD8+_Chlorpheniramine,T cells CD8+
492,0.6399999856948853,CRISP,T cells CD8+_Clemastine,T cells CD8+
493,0.5199999809265137,CRISP,T cells CD8+_Clomipramine,T cells CD8+
494,0.699999988079071,CRISP,T cells CD8+_Clotrimazole,T cells CD8+
495,0.699999988079071,CRISP,T cells CD8+_Colchicine,T cells CD8+
496,0.46000000834465027,CRISP,T cells CD8+_Colforsin,T cells CD8+
497,0.5600000023841858,CRISP,T cells CD8+_Crizotinib,T cells CD8+
498,0.8799999952316284,CRISP,T cells CD8+_Dabrafenib,T cells CD8+
499,0.699999988079071,CRISP,T cells CD8+_Dactolisib,T cells CD8+
500,0.7599999904632568,CRISP,T cells CD8+_Dasatinib,T cells CD8+
501,0.46000000834465027,CRISP,T cells CD8+_Decitabine,T cells CD8+
502,0.6000000238418579,CRISP,T cells CD8+_Defactinib,T cells CD8+
503,0.5600000023841858,CRISP,T cells CD8+_Desloratadine,T cells CD8+
504,0.5199999809265137,CRISP,T cells CD8+_Disulfiram,T cells CD8+
505,0.6000000238418579,CRISP,T cells CD8+_Dovitinib,T cells CD8+
506,0.800000011920929,CRISP,T cells CD8+_Doxorubicin,T cells CD8+
507,0.6600000262260437,CRISP,T cells CD8+_FK866,T cells CD8+
508,0.6200000047683716,CRISP,T cells CD8+_Flutamide,T cells CD8+
509,0.6399999856948853,CRISP,T cells CD8+_Foretinib,T cells CD8+
510,0.7799999713897705,CRISP,T cells CD8+_GLPG0634,T cells CD8+
511,0.41999998688697815,CRISP,T cells CD8+_GO6976,T cells CD8+
512,0.7599999904632568,CRISP,T cells CD8+_GSK1070916,T cells CD8+
513,0.8199999928474426,CRISP,T cells CD8+_GSK256066,T cells CD8+
514,0.5600000023841858,CRISP,T cells CD8+_GW843682X,T cells CD8+
515,0.699999988079071,CRISP,T cells CD8+_GanetespibSTA9090,T cells CD8+
516,0.5400000214576721,CRISP,T cells CD8+_HMN214,T cells CD8+
517,0.6000000238418579,CRISP,T cells CD8+_HYDROXYUREA,T cells CD8+
518,1.0,CRISP,T cells CD8+_IBET151,T cells CD8+
519,0.7200000286102295,CRISP,T cells CD8+_IKKInhibitorVII,T cells CD8+
520,0.7799999713897705,CRISP,T cells CD8+_IMD0354,T cells CD8+
521,0.6399999856948853,CRISP,T cells CD8+_Idelalisib,T cells CD8+
522,0.7200000286102295,CRISP,T cells CD8+_Imatinib,T cells CD8+
523,0.5600000023841858,CRISP,T cells CD8+_Isoniazid,T cells CD8+
524,0.4000000059604645,CRISP,T cells CD8+_Ixabepilone,T cells CD8+
525,0.5400000214576721,CRISP,T cells CD8+_K02288,T cells CD8+
526,0.5199999809265137,CRISP,T cells CD8+_Ketoconazole,T cells CD8+
527,0.7400000095367432,CRISP,T cells CD8+_LDN193189,T cells CD8+
528,0.6000000238418579,CRISP,T cells CD8+_LY2090314,T cells CD8+
529,0.5600000023841858,CRISP,T cells CD8+_Lamivudine,T cells CD8+
530,0.6600000262260437,CRISP,T cells CD8+_Lapatinib,T cells CD8+
531,0.3199999928474426,CRISP,T cells CD8+_Linagliptin,T cells CD8+
532,0.6200000047683716,CRISP,T cells CD8+_MGCD265,T cells CD8+
533,0.5199999809265137,CRISP,T cells CD8+_MK5108,T cells CD8+
534,1.0,CRISP,T cells CD8+_MLN2238,T cells CD8+
535,0.7400000095367432,CRISP,T cells CD8+_Masitinib,T cells CD8+
536,0.6600000262260437,CRISP,T cells CD8+_Methotrexate,T cells CD8+
537,0.800000011920929,CRISP,T cells CD8+_Midostaurin,T cells CD8+
538,0.6600000262260437,CRISP,T cells CD8+_MometasoneFuroate,T cells CD8+
539,0.7200000286102295,CRISP,T cells CD8+_MubritinibTAK165,T cells CD8+
540,0.5199999809265137,CRISP,T cells CD8+_Navitoclax,T cells CD8+
541,0.5799999833106995,CRISP,T cells CD8+_Nefazodone,T cells CD8+
542,0.800000011920929,CRISP,T cells CD8+_Nilotinib,T cells CD8+
543,0.5400000214576721,CRISP,T cells CD8+_ODemethylatedAdapalene,T cells CD8+
544,0.6399999856948853,CRISP,T cells CD8+_OSI930,T cells CD8+
545,0.6800000071525574,CRISP,T cells CD8+_Oxybenzone,T cells CD8+
546,0.6000000238418579,CRISP,T cells CD8+_PD0325901,T cells CD8+
547,0.7400000095367432,CRISP,T cells CD8+_PF03814735,T cells CD8+
548,0.7400000095367432,CRISP,T cells CD8+_PF04691502,T cells CD8+
549,0.800000011920929,CRISP,T cells CD8+_PRT062607,T cells CD8+
550,0.5400000214576721,CRISP,T cells CD8+_Palbociclib,T cells CD8+
551,0.5400000214576721,CRISP,T cells CD8+_Penfluridol,T cells CD8+
552,0.7200000286102295,CRISP,T cells CD8+_Perhexiline,T cells CD8+
553,0.5199999809265137,CRISP,T cells CD8+_Phenylbutazone,T cells CD8+
554,0.46000000834465027,CRISP,T cells CD8+_PitavastatinCalcium,T cells CD8+
555,0.5,CRISP,T cells CD8+_Pomalidomide,T cells CD8+
556,0.47999998927116394,CRISP,T cells CD8+_PorcnInhibitorIII,T cells CD8+
557,0.800000011920929,CRISP,T cells CD8+_Prednisolone,T cells CD8+
558,0.6200000047683716,CRISP,T cells CD8+_Protriptyline,T cells CD8+
559,0.6000000238418579,CRISP,T cells CD8+_Quizartinib,T cells CD8+
560,0.6000000238418579,CRISP,T cells CD8+_R428,T cells CD8+
561,0.5799999833106995,CRISP,T cells CD8+_RG7090,T cells CD8+
562,0.5600000023841858,CRISP,T cells CD8+_RG7112,T cells CD8+
563,0.6600000262260437,CRISP,T cells CD8+_RN486,T cells CD8+
564,0.6800000071525574,CRISP,T cells CD8+_RVX208,T cells CD8+
565,0.5799999833106995,CRISP,T cells CD8+_Raloxifene,T cells CD8+
566,0.7200000286102295,CRISP,T cells CD8+_Ricolinostat,T cells CD8+
567,0.6200000047683716,CRISP,T cells CD8+_Riociguat,T cells CD8+
568,0.7599999904632568,CRISP,T cells CD8+_Ruxolitinib,T cells CD8+
569,0.5600000023841858,CRISP,T cells CD8+_SB525334,T cells CD8+
570,0.5,CRISP,T cells CD8+_SCH58261,T cells CD8+
571,0.6000000238418579,CRISP,T cells CD8+_SLx2119,T cells CD8+
572,0.5,CRISP,T cells CD8+_STK219801,T cells CD8+
573,0.7200000286102295,CRISP,T cells CD8+_Saracatinib,T cells CD8+
574,0.9599999785423279,CRISP,T cells CD8+_Scriptaid,T cells CD8+
575,0.6200000047683716,CRISP,T cells CD8+_Selumetinib,T cells CD8+
576,0.5400000214576721,CRISP,T cells CD8+_Sgccbp30,T cells CD8+
577,0.6000000238418579,CRISP,T cells CD8+_Sunitinib,T cells CD8+
578,0.7200000286102295,CRISP,T cells CD8+_TGX221,T cells CD8+
579,0.5,CRISP,T cells CD8+_TIE2KinaseInhibitor,T cells CD8+
580,0.5199999809265137,CRISP,T cells CD8+_TLHRAS26,T cells CD8+
581,0.7599999904632568,CRISP,T cells CD8+_TPCA1,T cells CD8+
582,0.7400000095367432,CRISP,T cells CD8+_TR14035,T cells CD8+
583,0.7799999713897705,CRISP,T cells CD8+_Tacalcitol,T cells CD8+
584,0.6800000071525574,CRISP,T cells CD8+_Tamatinib,T cells CD8+
585,0.5,CRISP,T cells CD8+_Tipifarnib,T cells CD8+
586,0.6000000238418579,CRISP,T cells CD8+_Tivantinib,T cells CD8+
587,0.6200000047683716,CRISP,T cells CD8+_Tivozanib,T cells CD8+
588,0.5400000214576721,CRISP,T cells CD8+_Topotecan,T cells CD8+
589,0.5400000214576721,CRISP,T cells CD8+_Tosedostat,T cells CD8+
590,0.46000000834465027,CRISP,T cells CD8+_Trametinib,T cells CD8+
591,0.7400000095367432,CRISP,T cells CD8+_UNIIBXU45ZH6LI,T cells CD8+
592,0.6000000238418579,CRISP,T cells CD8+_Vandetanib,T cells CD8+
593,0.699999988079071,CRISP,T cells CD8+_Vanoxerine,T cells CD8+
594,0.5,CRISP,T cells CD8+_Vardenafil,T cells CD8+
595,0.9599999785423279,CRISP,T cells CD8+_Vorinostat,T cells CD8+
596,0.47999998927116394,CRISP,T cells CD8+_YK4279,T cells CD8+
597,0.8999999761581421,CellOT,T regulatory cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,T regulatory cells
598,0.46000000834465027,CellOT,T regulatory cells_ABT199GDC0199,T regulatory cells
599,0.6000000238418579,CellOT,T regulatory cells_ABT737,T regulatory cells
600,0.6399999856948853,CellOT,T regulatory cells_AMD070hydrochloride,T regulatory cells
601,0.9599999785423279,CellOT,T regulatory cells_AT13387,T regulatory cells
602,0.7200000286102295,CellOT,T regulatory cells_AT7867,T regulatory cells
603,0.8199999928474426,CellOT,T regulatory cells_AVL292,T regulatory cells
604,0.7400000095367432,CellOT,T regulatory cells_AZ628,T regulatory cells
605,0.5799999833106995,CellOT,T regulatory cells_AZD3514,T regulatory cells
606,0.7200000286102295,CellOT,T regulatory cells_AZD4547,T regulatory cells
607,0.699999988079071,CellOT,T regulatory cells_AZD8330,T regulatory cells
608,0.5799999833106995,CellOT,T regulatory cells_Alogliptin,T regulatory cells
609,0.7200000286102295,CellOT,T regulatory cells_Alvocidib,T regulatory cells
610,0.6600000262260437,CellOT,T regulatory cells_Amiodarone,T regulatory cells
611,0.6600000262260437,CellOT,T regulatory cells_Atorvastatin,T regulatory cells
612,0.46000000834465027,CellOT,T regulatory cells_Azacitidine,T regulatory cells
613,0.9399999976158142,CellOT,T regulatory cells_BAY613606,T regulatory cells
614,0.800000011920929,CellOT,T regulatory cells_BAY872243,T regulatory cells
615,0.6000000238418579,CellOT,T regulatory cells_BID1870,T regulatory cells
616,0.6000000238418579,CellOT,T regulatory cells_BMS265246,T regulatory cells
617,0.9200000166893005,CellOT,T regulatory cells_BMS387032,T regulatory cells
618,0.7400000095367432,CellOT,T regulatory cells_BMS536924,T regulatory cells
619,0.6600000262260437,CellOT,T regulatory cells_BMS777607,T regulatory cells
620,0.8999999761581421,CellOT,T regulatory cells_BX912,T regulatory cells
621,0.7400000095367432,CellOT,Myeloid cells_Belinostat,Myeloid cells
622,0.8600000143051147,CellOT,T regulatory cells_Belinostat,T regulatory cells
623,0.7599999904632568,CellOT,T regulatory cells_Bosutinib,T regulatory cells
624,0.6399999856948853,CellOT,T regulatory cells_Buspirone,T regulatory cells
625,0.7400000095367432,CellOT,T regulatory cells_CC401,T regulatory cells
626,0.5799999833106995,CellOT,T regulatory cells_CEP37440,T regulatory cells
627,0.6399999856948853,CellOT,T regulatory cells_CGM097,T regulatory cells
628,0.8399999737739563,CellOT,T regulatory cells_CGP60474,T regulatory cells
629,0.47999998927116394,CellOT,Myeloid cells_CHIR99021,Myeloid cells
630,0.5799999833106995,CellOT,T regulatory cells_CHIR99021,T regulatory cells
631,0.47999998927116394,CellOT,T regulatory cells_Cabozantinib,T regulatory cells
632,0.699999988079071,CellOT,T regulatory cells_Canertinib,T regulatory cells
633,0.6399999856948853,CellOT,T regulatory cells_Ceritinib,T regulatory cells
634,0.7400000095367432,CellOT,T regulatory cells_Chlorpheniramine,T regulatory cells
635,0.6399999856948853,CellOT,T regulatory cells_Clemastine,T regulatory cells
636,0.6000000238418579,CellOT,T regulatory cells_Clomipramine,T regulatory cells
637,0.7200000286102295,CellOT,T regulatory cells_Clotrimazole,T regulatory cells
638,0.7200000286102295,CellOT,T regulatory cells_Colchicine,T regulatory cells
639,0.6000000238418579,CellOT,T regulatory cells_Colforsin,T regulatory cells
640,0.7599999904632568,CellOT,Myeloid cells_Crizotinib,Myeloid cells
641,0.7799999713897705,CellOT,T regulatory cells_Crizotinib,T regulatory cells
642,0.25999999046325684,CellOT,Myeloid cells_Dabrafenib,Myeloid cells
643,0.699999988079071,CellOT,T regulatory cells_Dabrafenib,T regulatory cells
644,0.6800000071525574,CellOT,Myeloid cells_Dactolisib,Myeloid cells
645,0.8799999952316284,CellOT,T regulatory cells_Dactolisib,T regulatory cells
646,0.8999999761581421,CellOT,T regulatory cells_Dasatinib,T regulatory cells
647,0.7599999904632568,CellOT,T regulatory cells_Decitabine,T regulatory cells
648,0.699999988079071,CellOT,T regulatory cells_Defactinib,T regulatory cells
649,0.699999988079071,CellOT,T regulatory cells_Desloratadine,T regulatory cells
650,0.5600000023841858,CellOT,T regulatory cells_Disulfiram,T regulatory cells
651,0.7799999713897705,CellOT,T regulatory cells_Dovitinib,T regulatory cells
652,0.7799999713897705,CellOT,T regulatory cells_Doxorubicin,T regulatory cells
653,0.7400000095367432,CellOT,T regulatory cells_FK866,T regulatory cells
654,0.5400000214576721,CellOT,T regulatory cells_Flutamide,T regulatory cells
655,0.8199999928474426,CellOT,Myeloid cells_Foretinib,Myeloid cells
656,0.7200000286102295,CellOT,T regulatory cells_Foretinib,T regulatory cells
657,0.9200000166893005,CellOT,T regulatory cells_GLPG0634,T regulatory cells
658,0.6000000238418579,CellOT,T regulatory cells_GO6976,T regulatory cells
659,0.6200000047683716,CellOT,T regulatory cells_GSK1070916,T regulatory cells
660,0.46000000834465027,CellOT,T regulatory cells_GSK256066,T regulatory cells
661,0.6200000047683716,CellOT,T regulatory cells_GW843682X,T regulatory cells
662,0.6600000262260437,CellOT,T regulatory cells_HMN214,T regulatory cells
663,0.7200000286102295,CellOT,T regulatory cells_HYDROXYUREA,T regulatory cells
664,0.7599999904632568,CellOT,T regulatory cells_IBET151,T regulatory cells
665,0.8799999952316284,CellOT,T regulatory cells_IKKInhibitorVII,T regulatory cells
666,0.8199999928474426,CellOT,T regulatory cells_IMD0354,T regulatory cells
667,0.8999999761581421,CellOT,T regulatory cells_IN1451,T regulatory cells
668,0.7599999904632568,CellOT,Myeloid cells_Idelalisib,Myeloid cells
669,0.800000011920929,CellOT,T regulatory cells_Idelalisib,T regulatory cells
670,0.699999988079071,CellOT,T regulatory cells_Imatinib,T regulatory cells
671,0.5799999833106995,CellOT,T regulatory cells_Isoniazid,T regulatory cells
672,0.8199999928474426,CellOT,T regulatory cells_Ixabepilone,T regulatory cells
673,0.6600000262260437,CellOT,T regulatory cells_K02288,T regulatory cells
674,0.800000011920929,CellOT,T regulatory cells_Ketoconazole,T regulatory cells
675,0.5199999809265137,CellOT,Myeloid cells_LDN193189,Myeloid cells
676,0.6399999856948853,CellOT,T regulatory cells_LDN193189,T regulatory cells
677,0.7200000286102295,CellOT,T regulatory cells_LY2090314,T regulatory cells
678,0.5199999809265137,CellOT,T regulatory cells_Lamivudine,T regulatory cells
679,0.6800000071525574,CellOT,T regulatory cells_Lapatinib,T regulatory cells
680,0.6399999856948853,CellOT,Myeloid cells_Linagliptin,Myeloid cells
681,0.47999998927116394,CellOT,T regulatory cells_Linagliptin,T regulatory cells
682,0.5199999809265137,CellOT,T regulatory cells_MGCD265,T regulatory cells
683,0.699999988079071,CellOT,T regulatory cells_MK5108,T regulatory cells
684,0.6399999856948853,CellOT,T regulatory cells_Masitinib,T regulatory cells
685,0.7400000095367432,CellOT,T regulatory cells_Methotrexate,T regulatory cells
686,0.9200000166893005,CellOT,T regulatory cells_Midostaurin,T regulatory cells
687,0.699999988079071,CellOT,T regulatory cells_MometasoneFuroate,T regulatory cells
688,0.7200000286102295,CellOT,T regulatory cells_MubritinibTAK165,T regulatory cells
689,0.699999988079071,CellOT,T regulatory cells_Navitoclax,T regulatory cells
690,0.5600000023841858,CellOT,T regulatory cells_Nefazodone,T regulatory cells
691,0.7799999713897705,CellOT,T regulatory cells_Nilotinib,T regulatory cells
692,0.5799999833106995,CellOT,Myeloid cells_ODemethylatedAdapalene,Myeloid cells
693,0.6399999856948853,CellOT,T regulatory cells_ODemethylatedAdapalene,T regulatory cells
694,0.6000000238418579,CellOT,T regulatory cells_OSI930,T regulatory cells
695,0.9599999785423279,CellOT,T regulatory cells_OprozomibONX0912,T regulatory cells
696,0.7200000286102295,CellOT,T regulatory cells_Oxybenzone,T regulatory cells
697,0.6800000071525574,CellOT,T regulatory cells_PD0325901,T regulatory cells
698,0.8399999737739563,CellOT,T regulatory cells_PF03814735,T regulatory cells
699,0.9800000190734863,CellOT,T regulatory cells_PF04691502,T regulatory cells
700,0.9800000190734863,CellOT,T regulatory cells_PRT062607,T regulatory cells
701,0.8199999928474426,CellOT,Myeloid cells_Palbociclib,Myeloid cells
702,0.6600000262260437,CellOT,T regulatory cells_Palbociclib,T regulatory cells
703,0.6200000047683716,CellOT,Myeloid cells_Penfluridol,Myeloid cells
704,0.6000000238418579,CellOT,T regulatory cells_Penfluridol,T regulatory cells
705,0.800000011920929,CellOT,T regulatory cells_Perhexiline,T regulatory cells
706,0.7400000095367432,CellOT,T regulatory cells_Phenylbutazone,T regulatory cells
707,0.6000000238418579,CellOT,T regulatory cells_PitavastatinCalcium,T regulatory cells
708,0.6200000047683716,CellOT,T regulatory cells_Pomalidomide,T regulatory cells
709,0.2199999988079071,CellOT,Myeloid cells_PorcnInhibitorIII,Myeloid cells
710,0.699999988079071,CellOT,T regulatory cells_PorcnInhibitorIII,T regulatory cells
711,0.7599999904632568,CellOT,T regulatory cells_Prednisolone,T regulatory cells
712,0.6000000238418579,CellOT,T regulatory cells_Protriptyline,T regulatory cells
713,0.7200000286102295,CellOT,T regulatory cells_Quizartinib,T regulatory cells
714,0.23999999463558197,CellOT,Myeloid cells_R428,Myeloid cells
715,0.7200000286102295,CellOT,T regulatory cells_R428,T regulatory cells
716,0.7599999904632568,CellOT,T regulatory cells_RG7090,T regulatory cells
717,0.5400000214576721,CellOT,T regulatory cells_RG7112,T regulatory cells
718,0.5400000214576721,CellOT,T regulatory cells_RN486,T regulatory cells
719,0.699999988079071,CellOT,T regulatory cells_RVX208,T regulatory cells
720,0.699999988079071,CellOT,T regulatory cells_Raloxifene,T regulatory cells
721,0.8199999928474426,CellOT,T regulatory cells_Resminostat,T regulatory cells
722,0.7599999904632568,CellOT,T regulatory cells_Ricolinostat,T regulatory cells
723,0.7200000286102295,CellOT,T regulatory cells_Riociguat,T regulatory cells
724,0.8999999761581421,CellOT,T regulatory cells_Ruxolitinib,T regulatory cells
725,0.6600000262260437,CellOT,T regulatory cells_SB525334,T regulatory cells
726,0.5799999833106995,CellOT,T regulatory cells_SCH58261,T regulatory cells
727,0.7799999713897705,CellOT,T regulatory cells_SLx2119,T regulatory cells
728,0.7200000286102295,CellOT,T regulatory cells_STK219801,T regulatory cells
729,0.8600000143051147,CellOT,T regulatory cells_Saracatinib,T regulatory cells
730,0.6600000262260437,CellOT,T regulatory cells_Selumetinib,T regulatory cells
731,0.5600000023841858,CellOT,T regulatory cells_Sgccbp30,T regulatory cells
732,0.699999988079071,CellOT,T regulatory cells_Sunitinib,T regulatory cells
733,0.8199999928474426,CellOT,T regulatory cells_TGX221,T regulatory cells
734,0.6399999856948853,CellOT,T regulatory cells_TIE2KinaseInhibitor,T regulatory cells
735,0.6800000071525574,CellOT,T regulatory cells_TLHRAS26,T regulatory cells
736,0.9599999785423279,CellOT,T regulatory cells_TPCA1,T regulatory cells
737,0.5799999833106995,CellOT,T regulatory cells_TR14035,T regulatory cells
738,0.9399999976158142,CellOT,T regulatory cells_Tacalcitol,T regulatory cells
739,0.9399999976158142,CellOT,T regulatory cells_Tamatinib,T regulatory cells
740,0.5400000214576721,CellOT,T regulatory cells_Tipifarnib,T regulatory cells
741,0.4399999976158142,CellOT,T regulatory cells_Tivantinib,T regulatory cells
742,0.699999988079071,CellOT,T regulatory cells_Tivozanib,T regulatory cells
743,0.5799999833106995,CellOT,T regulatory cells_Topotecan,T regulatory cells
744,0.6000000238418579,CellOT,T regulatory cells_Tosedostat,T regulatory cells
